Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
8,1,1.414213562,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
8,1,1.414213562,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
8,1,1,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
8,1,1,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
8,1,1.414213562,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
8,1,1.414213562,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
8,1,2.236067977,0,0,B to A,2,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 24)]",FALSE
7,1,1,0,0,B to A,2,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 24)]",FALSE
7,1,2,0,0,B to A,2,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25)]",FALSE
7,1,2,0,0,B to A,2,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25)]",FALSE
7,1,3.16227766,0,0,B to A,2,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26)]",FALSE
6,1,2.236067977,0,0,B to A,2,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26)]",TRUE
5,1,2,0,0,B to A,2,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 25)]",FALSE
5,1,2,0,0,B to A,2,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 25)]",FALSE
5,1,3.16227766,0,0,B to A,2,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 24)]",FALSE
5,1,2.828427125,0,0,B to A,2,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 24)]",TRUE
5,1,2.828427125,0,0,B to A,2,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 23)]",TRUE
6,1,1.414213562,0,0,B to A,2,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 23)]",FALSE
6,1,2.236067977,0,0,B to A,2,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(24, 23)]",FALSE
7,1,1,0,0,B to A,2,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(24, 23)]",FALSE
7,1,2,0,0,B to A,2,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(23, 23)]",FALSE
7,1,3.16227766,0,0,B to A,2,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(22, 24)]",FALSE
7,1,2.828427125,0,0,B to A,2,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(22, 24)]",TRUE
1,1,4.472135955,0,0,B to A,2,"(23, 21)","[(28, 21)]","[(21, 25)]",TRUE
0,0,0,0,0,B to A,2,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,2,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,2,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,2,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,2,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,2,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,2,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,3,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,3,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,3,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,3,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,3,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,3,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,3,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,3,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,3,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,3,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,3,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,3,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,3,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,3,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,3,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,3,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,3,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,3,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,3,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,A to B,3,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to C,3,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to C,3,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to C,3,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to C,3,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,3,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to C,3,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,3,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,3,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,3,"(27, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,3,"(26, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,3,"(25, 29)","[(28, 25)]",[],TRUE
0,0,0,0,0,B to C,3,"(24, 30)",[],[],TRUE
0,0,0,0,0,B to C,3,"(23, 31)",[],[],TRUE
0,0,0,0,0,B to C,3,"(22, 32)",[],[],TRUE
0,0,0,0,0,B to C,3,"(21, 33)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 34)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 35)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 36)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 37)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 38)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 39)",[],[],TRUE
0,0,0,0,0,B to C,3,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,3,"(19, 41)",[],[],TRUE
0,0,0,0,0,B to C,3,"(18, 42)",[],[],TRUE
0,0,0,0,0,B to C,3,"(17, 43)",[],[],TRUE
0,0,0,0,0,B to C,3,"(17, 44)",[],[],TRUE
0,0,0,0,0,C to B,3,"(17, 45)",[],[],TRUE
0,0,0,0,0,C to B,3,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,3,"(19, 43)",[],[],TRUE
0,0,0,0,0,C to B,3,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,3,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,3,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,3,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
8,0,0,0,0,C to B,3,"(24, 38)","[(26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
6,0,0,0,0,C to B,3,"(25, 37)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,3,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,3,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,3,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,3,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,3,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,3,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,3,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,3,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,3,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,C to B,3,"(29, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,3,"(29, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,3,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,C to B,3,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,3,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,3,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,3,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,C to B,3,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to A,3,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to A,3,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to A,3,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to A,3,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,3,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,3,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,3,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,3,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,3,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,3,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,3,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,3,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to A,3,"(23, 21)","[(28, 21)]",[],TRUE
0,0,0,0,0,B to A,3,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,3,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,3,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,3,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,3,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,3,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,3,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,4,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,4,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,4,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,4,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,4,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,4,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,4,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,4,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,4,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,4,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,4,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,4,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,4,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,4,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,4,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,4,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,4,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,4,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,4,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,A to B,4,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to C,4,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to C,4,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to C,4,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to C,4,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,4,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to C,4,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,4,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,4,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,4,"(27, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,4,"(26, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,4,"(25, 29)","[(28, 25)]",[],TRUE
0,0,0,0,0,B to C,4,"(24, 30)",[],[],TRUE
0,0,0,0,0,B to C,4,"(23, 31)",[],[],TRUE
0,0,0,0,0,B to C,4,"(22, 32)",[],[],TRUE
0,0,0,0,0,B to C,4,"(21, 33)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 34)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 35)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 36)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 37)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 38)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 39)",[],[],TRUE
0,0,0,0,0,B to C,4,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,4,"(19, 41)",[],[],TRUE
0,0,0,0,0,B to C,4,"(18, 42)",[],[],TRUE
0,0,0,0,0,B to C,4,"(17, 43)",[],[],TRUE
0,0,0,0,0,B to C,4,"(17, 44)",[],[],TRUE
0,0,0,0,0,C to B,4,"(17, 45)",[],[],TRUE
0,0,0,0,0,C to B,4,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,4,"(19, 43)",[],[],TRUE
0,0,0,0,0,C to B,4,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,4,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,4,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,4,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
8,0,0,0,0,C to B,4,"(24, 38)","[(26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
6,0,0,0,0,C to B,4,"(25, 37)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,4,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,4,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,4,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,4,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,4,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,4,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,4,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,4,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,4,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,C to B,4,"(29, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,4,"(29, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,4,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,C to B,4,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,4,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,4,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,4,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,C to B,4,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to A,4,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to A,4,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to A,4,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to A,4,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,4,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,4,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,4,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,4,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,4,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,4,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,4,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,4,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to A,4,"(23, 21)","[(28, 21)]",[],TRUE
0,0,0,0,0,B to A,4,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,4,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,4,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,4,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,4,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,4,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,4,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,5,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,5,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,5,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,5,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,5,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,5,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,5,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,5,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,5,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,5,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,5,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,5,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,5,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,5,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,5,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,A to B,5,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to C,5,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to C,5,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to C,5,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to C,5,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,5,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to C,5,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,5,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,5,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,5,"(27, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,5,"(26, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,5,"(25, 29)","[(28, 25)]",[],TRUE
0,0,0,0,0,B to C,5,"(24, 30)",[],[],TRUE
0,0,0,0,0,B to C,5,"(23, 31)",[],[],TRUE
0,0,0,0,0,B to C,5,"(22, 32)",[],[],TRUE
0,0,0,0,0,B to C,5,"(21, 33)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 34)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 35)",[],[],TRUE
